hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
5.7542179830430555,11,3,3,1.0,1.0,3.0,36,Non-Travel,Research & Development,10,4,Technical Degree,1,284,Female,2,Research Scientist,Married,41520,9.0,Y,19,8,1,10.0,3,8,0,5
7.271326416778056,8,1,3,1.0,3.0,3.0,24,Travel_Rarely,Research & Development,17,2,Life Sciences,1,268,Female,1,Healthcare Representative,Single,25010,9.0,Y,12,8,0,4.0,3,2,2,0
5.4792871485941665,22,3,3,4.0,3.0,3.0,36,Travel_Rarely,Sales,15,2,Life Sciences,1,1590,Male,1,Sales Executive,Married,96790,4.0,Y,12,8,0,6.0,1,2,2,2
7.970253235162778,5,2,3,1.0,2.0,3.0,21,Travel_Frequently,Research & Development,9,3,Medical,1,100,Female,4,Manufacturing Director,Single,178750,1.0,Y,12,8,0,3.0,5,3,1,2
9.602454261490278,8,1,3,4.0,3.0,3.0,48,Travel_Frequently,Sales,10,2,Marketing,1,3887,Male,1,Healthcare Representative,Married,63470,2.0,Y,12,8,1,19.0,3,9,7,7
10.24720883534111,2,3,3,3.0,4.0,2.0,36,Travel_Rarely,Research & Development,26,4,Medical,1,3347,Male,1,Laboratory Technician,Married,84740,0.0,Y,14,8,0,17.0,3,16,4,11
6.708148148148055,6,3,3,4.0,1.0,3.0,34,Travel_Rarely,Research & Development,10,4,Life Sciences,1,2261,Female,1,Sales Representative,Single,192460,3.0,Y,15,8,1,15.0,5,13,3,12
8.463939089691944,4,3,3,2.0,4.0,3.0,60,Travel_Rarely,Sales,2,2,Life Sciences,1,3562,Male,2,Sales Executive,Divorced,25640,0.0,Y,14,8,1,12.0,3,11,1,9
6.392674029451111,18,1,3,4.0,2.0,3.0,46,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3599,Male,1,Manufacturing Director,Married,23400,2.0,Y,13,8,1,26.0,2,11,0,8
5.77297188755,17,3,3,3.0,3.0,3.0,40,Travel_Rarely,Sales,10,4,Life Sciences,1,4138,Male,1,Research Scientist,Single,93620,2.0,Y,11,8,1,8.0,6,2,2,2
6.634693217313611,6,2,4,3.0,1.0,3.0,26,Travel_Rarely,Research & Development,29,4,Life Sciences,1,2217,Male,1,Research Scientist,Single,63890,0.0,Y,22,8,0,8.0,2,7,0,7
7.9443897813475,3,3,3,4.0,3.0,3.0,29,Travel_Rarely,Research & Development,16,3,Medical,1,2537,Female,1,Manufacturing Director,Divorced,22100,8.0,Y,11,8,1,11.0,4,7,1,6
6.704921909861667,13,4,3,4.0,2.0,3.0,35,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3330,Male,3,Healthcare Representative,Married,167920,3.0,Y,12,8,1,16.0,3,13,4,8
7.235296742525556,9,1,3,4.0,2.0,3.0,33,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2868,Male,1,Human Resources,Married,33060,1.0,Y,11,8,3,8.0,6,8,1,6
6.358370147255555,16,4,3,3.0,1.0,2.0,38,Travel_Rarely,Human Resources,2,4,Medical,1,1703,Male,1,Human Resources,Single,20140,3.0,Y,17,8,1,8.0,5,0,0,0
6.204471218206111,11,3,3,4.0,3.0,3.0,32,Travel_Rarely,Research & Development,5,3,Technical Degree,1,682,Female,1,Sales Executive,Married,96020,1.0,Y,13,8,1,10.0,3,10,1,1
7.095702811244722,17,2,3,3.0,2.0,3.0,46,Travel_Rarely,Research & Development,6,3,Medical,1,3914,Male,4,Sales Executive,Single,46150,6.0,Y,12,8,0,19.0,3,10,0,9
5.649539268183611,19,3,3,4.0,4.0,2.0,28,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1485,Male,1,Manufacturing Director,Married,25920,1.0,Y,14,8,0,5.0,2,5,0,4
7.039492414100834,9,3,3,2.0,3.0,3.0,31,Travel_Frequently,Sales,4,3,Life Sciences,1,755,Male,2,Manager,Single,30570,1.0,Y,19,8,0,1.0,3,1,0,0
6.571984605086945,13,3,3,4.0,1.0,3.0,31,Travel_Frequently,Research & Development,25,5,Technical Degree,1,4072,Female,2,Human Resources,Married,180610,1.0,Y,14,8,1,10.0,2,10,8,7
8.23665997322611,8,2,3,3.0,3.0,3.0,25,Travel_Rarely,Sales,10,1,Marketing,1,1320,Male,2,Research Director,Single,82370,1.0,Y,13,8,0,6.0,6,6,0,3
7.4609772423025,7,3,3,3.0,3.0,3.0,54,Travel_Rarely,Research & Development,2,4,Medical,1,1644,Male,2,Human Resources,Single,89380,7.0,Y,11,8,3,19.0,2,1,0,0
6.595310129406389,7,4,3,3.0,1.0,2.0,38,Travel_Rarely,Human Resources,2,4,Medical,1,3173,Male,1,Human Resources,Single,20140,3.0,Y,17,8,1,8.0,5,0,0,0
9.271705711735555,6,1,3,2.0,4.0,2.0,38,Travel_Rarely,Research & Development,19,3,Medical,1,2521,Female,2,Manufacturing Director,Married,64740,2.0,Y,13,8,2,20.0,3,4,0,3
7.099283801873889,16,3,3,3.0,1.0,2.0,28,Travel_Frequently,Sales,1,3,Marketing,1,2281,Male,2,Laboratory Technician,Single,17060,7.0,Y,12,8,0,8.0,3,0,0,0
7.956104417670556,14,2,3,2.0,4.0,4.0,18,Travel_Frequently,Research & Development,3,5,Medical,1,3836,Male,1,Research Director,Single,24790,1.0,Y,12,8,1,0.0,2,0,0,0
9.898292057117223,5,4,3,4.0,3.0,3.0,27,Travel_Rarely,Research & Development,13,2,Medical,1,1533,Female,4,Research Director,Single,28560,1.0,Y,12,8,2,5.0,5,5,0,4
6.514405399375278,11,3,3,3.0,4.0,4.0,33,Travel_Rarely,Research & Development,2,2,Medical,1,4329,Male,1,Sales Executive,Single,24400,0.0,Y,18,8,3,4.0,4,3,0,2
6.981729138777222,17,3,3,1.0,3.0,2.0,43,Travel_Rarely,Sales,5,3,Marketing,1,3532,Female,3,Research Scientist,Single,45220,8.0,Y,15,8,1,7.0,3,4,1,3
6.289530343596389,18,3,3,2.0,4.0,3.0,48,Travel_Rarely,Research & Development,6,3,Medical,1,187,Male,1,Laboratory Technician,Married,108540,2.0,Y,14,8,1,14.0,6,9,6,7
6.138874386434445,21,4,4,1.0,3.0,4.0,44,Travel_Rarely,Sales,29,4,Marketing,1,236,Male,2,Sales Executive,Single,19510,4.0,Y,22,8,3,10.0,4,2,0,2
7.748006470325556,7,3,3,4.0,4.0,3.0,47,Travel_Rarely,Sales,18,4,Medical,1,462,Female,2,Research Scientist,Single,55820,1.0,Y,16,8,0,9.0,3,9,0,7
9.919124274877221,7,3,3,4.0,4.0,2.0,27,Travel_Frequently,Sales,8,4,Life Sciences,1,1060,Male,5,Research Scientist,Single,21070,0.0,Y,13,8,0,6.0,2,5,0,2
6.5500914770191665,9,3,3,3.0,2.0,4.0,34,Travel_Frequently,Sales,14,4,Medical,1,663,Female,3,Research Scientist,Divorced,88340,4.0,Y,13,8,1,15.0,1,11,5,10
7.184928603301945,13,2,3,3.0,3.0,2.0,46,Travel_Rarely,Sales,19,4,Marketing,1,3095,Female,1,Sales Executive,Divorced,41080,2.0,Y,14,8,0,19.0,5,10,0,8
9.048025435073612,9,1,3,3.0,3.0,3.0,50,Travel_Rarely,Research & Development,4,2,Medical,1,869,Female,1,Laboratory Technician,Married,27990,4.0,Y,12,8,1,27.0,0,1,0,0
7.530053547523333,12,3,4,1.0,3.0,2.0,30,Travel_Frequently,Research & Development,10,3,Life Sciences,1,2803,Female,3,Healthcare Representative,Divorced,28140,1.0,Y,24,8,0,10.0,2,10,0,9
6.594933065595556,17,3,3,2.0,1.0,3.0,44,Travel_Rarely,Sales,1,2,Medical,1,2565,Male,4,Manager,Married,187110,2.0,Y,12,8,1,10.0,0,2,2,2
7.149526996876389,15,2,4,1.0,3.0,3.0,34,Travel_Rarely,Research & Development,1,4,Other,1,4256,Male,4,Laboratory Technician,Single,41980,1.0,Y,22,8,1,16.0,2,16,2,10
5.728768406961111,22,2,3,1.0,4.0,4.0,38,Travel_Rarely,Sales,1,1,Medical,1,4321,Male,2,Laboratory Technician,Single,176030,4.0,Y,16,8,0,12.0,0,8,0,7
