hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
7.462296965640277,13,3,3,3.0,3.0,3.0,48,Travel_Rarely,Research & Development,12,4,Medical,1,2316,Male,1,Laboratory Technician,Divorced,55620,8.0,Y,13,8,1,18.0,2,8,7,7,No
7.488596608656667,6,1,3,3.0,4.0,4.0,31,Travel_Frequently,Research & Development,2,2,Medical,1,2193,Female,2,Manufacturing Director,Single,53960,7.0,Y,17,8,1,3.0,2,1,0,0,Yes
7.116540606871666,16,2,4,1.0,1.0,3.0,36,Travel_Rarely,Research & Development,14,3,Other,1,1846,Male,2,Research Scientist,Married,39290,0.0,Y,24,8,0,6.0,6,5,0,3,No
9.709125390450556,6,3,4,3.0,3.0,3.0,49,Travel_Rarely,Research & Development,1,3,Life Sciences,1,59,Male,3,Manufacturing Director,Single,73140,7.0,Y,22,8,0,25.0,2,7,0,7,No
6.297728692547778,6,4,3,3.0,2.0,3.0,40,Travel_Frequently,Research & Development,10,4,Medical,1,325,Male,2,Manufacturing Director,Married,65670,1.0,Y,13,8,1,8.0,3,8,3,7,No
5.742622713074445,13,2,3,4.0,3.0,3.0,52,Travel_Rarely,Research & Development,29,3,Life Sciences,1,1800,Male,2,Manufacturing Director,Married,29420,8.0,Y,11,8,1,9.0,1,5,1,4,No
5.792074966532778,21,2,3,3.0,4.0,2.0,27,Travel_Rarely,Sales,3,3,Life Sciences,1,3931,Male,1,Manager,Single,66940,1.0,Y,13,8,1,6.0,2,6,1,4,No
6.792231146809445,14,2,3,3.0,1.0,2.0,49,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2812,Female,1,Sales Executive,Married,47240,1.0,Y,11,8,1,16.0,3,15,5,11,No
5.6010040160641665,17,2,3,4.0,3.0,3.0,47,Travel_Rarely,Research & Development,25,4,Medical,1,2367,Male,2,Research Scientist,Married,148520,3.0,Y,19,8,3,27.0,3,5,1,0,No
6.918926818384445,7,2,3,4.0,1.0,3.0,29,Travel_Rarely,Research & Development,5,5,Life Sciences,1,4026,Female,1,Sales Executive,Single,105020,3.0,Y,12,8,0,11.0,4,3,1,2,No
9.0162672913875,12,3,3,2.0,2.0,2.0,40,Non-Travel,Research & Development,2,4,Life Sciences,1,449,Male,1,Human Resources,Single,65450,4.0,Y,15,8,0,22.0,2,1,0,0,Yes
5.6997612672911115,17,4,3,2.0,2.0,3.0,35,Travel_Frequently,Research & Development,1,3,Other,1,2879,Male,2,Research Director,Single,22750,5.0,Y,13,8,0,10.0,2,6,1,2,No
6.611752565818611,6,1,3,4.0,4.0,2.0,37,Travel_Rarely,Research & Development,14,4,Life Sciences,1,598,Male,3,Research Scientist,Married,65770,1.0,Y,13,8,0,14.0,1,14,3,11,No
9.43854194556,4,3,3,4.0,4.0,3.0,49,Non-Travel,Research & Development,23,1,Other,1,2884,Female,2,Sales Executive,Divorced,92410,1.0,Y,19,8,1,7.0,5,7,1,7,No
7.645087014725555,8,3,3,4.0,3.0,3.0,33,Travel_Frequently,Research & Development,2,4,Medical,1,1141,Female,4,Sales Executive,Divorced,168800,1.0,Y,14,8,3,9.0,2,9,2,8,No
6.762868139223333,12,2,4,3.0,4.0,2.0,23,Travel_Rarely,Research & Development,20,4,Life Sciences,1,88,Male,1,Manufacturing Director,Divorced,53990,1.0,Y,23,8,0,4.0,2,4,0,2,No
7.274043953591945,19,3,3,4.0,3.0,3.0,29,Travel_Rarely,Research & Development,2,2,Life Sciences,1,2432,Male,2,Research Scientist,Married,192370,9.0,Y,11,8,1,9.0,2,5,1,2,No
6.5345995091475,23,2,3,3.0,3.0,4.0,45,Non-Travel,Sales,1,4,Technical Degree,1,2527,Male,1,Research Scientist,Married,170480,4.0,Y,15,8,0,10.0,3,8,5,7,No
7.8735575635875,4,1,3,1.0,2.0,4.0,31,Travel_Rarely,Sales,20,3,Technical Degree,1,2229,Male,1,Research Scientist,Single,61800,1.0,Y,14,8,1,1.0,2,1,0,0,Yes
7.207425256581667,13,3,3,4.0,4.0,3.0,37,Travel_Rarely,Sales,5,1,Marketing,1,28,Male,1,Research Scientist,Single,27050,1.0,Y,11,8,0,17.0,2,17,5,7,No
7.507933958054167,6,3,3,1.0,3.0,2.0,26,Travel_Rarely,Sales,4,3,Marketing,1,1255,Male,2,Manager,Single,24040,1.0,Y,12,8,0,1.0,6,1,0,1,Yes
6.706059794734444,7,3,3,3.0,4.0,3.0,34,Travel_Frequently,Research & Development,7,4,Life Sciences,1,3289,Male,3,Laboratory Technician,Single,23480,1.0,Y,14,8,1,6.0,3,5,1,3,No
6.245912539045,19,3,3,2.0,,3.0,45,Travel_Rarely,Research & Development,1,2,Medical,1,4220,Female,1,Sales Executive,Divorced,70830,2.0,Y,12,8,1,25.0,5,1,0,0,No
6.493488398036389,15,3,4,4.0,2.0,2.0,53,Travel_Rarely,Research & Development,2,4,Technical Degree,1,786,Male,2,Manager,Single,116910,4.0,Y,20,8,0,35.0,2,9,8,8,No
8.5865785363675,16,3,4,1.0,1.0,2.0,27,Travel_Rarely,Research & Development,7,3,Life Sciences,1,632,Male,3,Manufacturing Director,Married,34080,1.0,Y,24,8,0,9.0,2,9,6,8,No
5.719940874609445,20,3,3,3.0,4.0,3.0,37,Travel_Rarely,Sales,6,1,Technical Degree,1,2798,Male,1,Laboratory Technician,Single,46390,2.0,Y,12,8,2,12.0,3,5,1,3,No
5.710493083444722,19,4,4,1.0,4.0,3.0,50,Travel_Rarely,Sales,27,3,Medical,1,1955,Male,2,Sales Executive,Married,33100,4.0,Y,22,8,1,8.0,3,1,0,0,No
7.315440651494722,20,3,3,4.0,2.0,3.0,56,Travel_Rarely,Sales,3,2,Medical,1,3639,Female,3,Manufacturing Director,Single,26910,6.0,Y,16,8,1,36.0,6,7,7,7,No
7.066973449352778,14,3,3,4.0,2.0,2.0,27,Travel_Rarely,Sales,15,3,Marketing,1,4344,Male,1,Research Scientist,Single,39860,1.0,Y,12,8,2,7.0,3,7,0,3,No
7.578834225791945,13,2,3,3.0,3.0,3.0,32,Travel_Rarely,Research & Development,3,1,Medical,1,3283,Male,2,Manufacturing Director,Married,171810,1.0,Y,14,8,0,14.0,2,14,6,8,No
10.547551316376389,10,3,3,4.0,1.0,3.0,46,Travel_Rarely,Sales,12,3,Marketing,1,521,Female,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,16,1,7,No
6.052336010709444,9,3,4,1.0,4.0,3.0,26,Travel_Rarely,Research & Development,2,2,Other,1,3681,Male,3,Laboratory Technician,Single,53040,0.0,Y,20,8,1,5.0,2,4,1,1,No
7.113871039714167,19,3,4,4.0,4.0,3.0,25,Travel_Rarely,Research & Development,26,3,Technical Degree,1,2791,Male,1,Laboratory Technician,Married,88530,1.0,Y,22,8,1,2.0,3,2,2,1,No
9.5693652387325,15,3,3,4.0,3.0,1.0,32,Travel_Rarely,Sales,23,1,Life Sciences,1,2922,Male,3,Healthcare Representative,Single,24680,0.0,Y,11,8,0,4.0,2,3,1,2,Yes
6.352630522088333,12,3,3,4.0,3.0,3.0,39,Travel_Rarely,Research & Development,12,5,Medical,1,3209,Female,1,Sales Representative,Single,62200,1.0,Y,14,8,2,20.0,2,20,11,10,No
8.126080990629166,10,3,3,3.0,3.0,3.0,49,Travel_Rarely,Human Resources,6,2,Life Sciences,1,2394,Female,2,Research Scientist,Married,107390,2.0,Y,11,8,3,30.0,3,15,2,12,No
10.318809683176944,7,2,3,2.0,3.0,3.0,33,Travel_Rarely,Research & Development,9,3,Medical,1,838,Female,2,Manufacturing Director,Married,28990,1.0,Y,17,8,0,15.0,3,15,5,7,No
7.433334448906667,18,3,4,3.0,3.0,3.0,26,Travel_Frequently,Research & Development,22,4,Other,1,1827,Female,1,Sales Executive,Married,20240,1.0,Y,23,8,0,8.0,2,8,1,7,Yes
6.796034136546111,10,4,3,3.0,4.0,3.0,50,Travel_Frequently,Research & Development,19,4,Life Sciences,1,1344,Male,2,Sales Executive,Single,53770,4.0,Y,14,8,1,16.0,3,2,2,1,No
9.779120928156944,8,4,3,4.0,3.0,3.0,27,Travel_Rarely,Research & Development,13,2,Medical,1,3003,Female,4,Research Director,Single,28560,1.0,Y,12,8,2,5.0,5,5,0,4,No
9.18578759482361,6,2,3,1.0,1.0,4.0,39,Non-Travel,Research & Development,2,4,Medical,1,775,Male,2,Manufacturing Director,Single,43810,2.0,Y,15,8,2,11.0,1,1,0,0,Yes
6.058787371708889,18,3,3,2.0,3.0,3.0,24,Travel_Rarely,Research & Development,2,1,Life Sciences,1,2796,Male,2,Laboratory Technician,Married,34070,0.0,Y,13,8,1,6.0,4,5,1,2,No
5.720210843373334,12,3,3,2.0,2.0,3.0,32,Travel_Rarely,Research & Development,1,2,Medical,1,1171,Male,3,Sales Executive,Married,136950,0.0,Y,13,8,0,3.0,3,2,2,2,No
10.30958389112,7,2,4,3.0,2.0,3.0,36,Travel_Rarely,Research & Development,2,4,Medical,1,2140,Male,1,Healthcare Representative,Single,27250,9.0,Y,21,8,1,18.0,4,16,5,12,No
5.912626059794722,7,3,3,1.0,1.0,3.0,20,Travel_Rarely,Research & Development,29,3,Life Sciences,1,432,Female,3,Laboratory Technician,Single,27070,1.0,Y,11,8,0,1.0,2,1,0,0,Yes
7.0677431950022225,20,3,4,4.0,4.0,3.0,25,Travel_Rarely,Research & Development,26,3,Technical Degree,1,4261,Male,1,Laboratory Technician,Married,88530,1.0,Y,22,8,1,2.0,3,2,2,1,No
